"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.88373680758874,0.713,0.08,0,"5","CXCL2"
0,3.78916034803812,0.685,0.07,0,"5","LGALS1"
0,6.40185870633081,0.592,0.014,0,"5","CXCL1"
0,3.05251330808316,0.672,0.099,0,"5","FCER1G"
0,1.95769671744684,0.732,0.174,0,"5","CD74"
0,2.774902110601,0.749,0.191,0,"5","S100A10"
0,4.85957697891803,0.969,0.412,0,"5","CXCL8"
0,2.76114346014815,0.633,0.078,0,"5","HLA-DRA"
0,5.4597617016786,0.566,0.026,0,"5","S100A12"
0,3.4168437237439,0.582,0.062,0,"5","ANXA5"
0,4.89426389815619,0.528,0.025,0,"5","CLEC4E"
0,2.69790982804512,0.547,0.098,0,"5","FTH1"
0,2.73265221225136,0.525,0.079,0,"5","CD63"
0,4.2128298317223,0.425,0.027,0,"5","CXCL16"
0,2.19340245100473,0.472,0.092,0,"5","LYN"
0,2.56970581991804,0.456,0.088,0,"5","CCL4"
0,4.49954495843155,0.356,0.02,0,"5","IER3"
0,4.26832119903381,0.34,0.02,0,"5","AQP9"
0,5.38819112812532,0.329,0.011,0,"5","IL1RN"
0,3.29398697595836,0.349,0.037,0,"5","ICAM1"
0,5.31356251429512,0.276,0.015,0,"5","CXCL3"
0,4.27833937092789,0.26,0.014,0,"5","TLR2"
1.37566864235496e-255,1.5242231954797,0.615,0.206,4.7735701889717e-253,"5","ITGB2"
2.30001703349315e-249,2.3790758174217,0.262,0.043,7.98105910622122e-247,"5","HLA-DPA1"
2.84188616039189e-215,0.976798750272536,0.92,0.509,9.86134497655985e-213,"5","FOSB"
9.6544620837842e-159,1.12174471531885,0.643,0.288,3.35009834307312e-156,"5","DUSP1"
2.05658030416448e-123,0.921032549591468,0.522,0.225,7.13633365545074e-121,"5","DUSP2"
4.37861128210764e-114,1.65822977437897,0.321,0.113,1.51937811489135e-111,"5","IFITM3"
4.89937131308535e-36,0.891356319878577,0.267,0.142,1.70008184564062e-33,"5","EGR1"
0,4.72185095596551,0.75,0.04,0,"6","CD8A"
0,3.19344277115986,0.764,0.114,0,"6","PASK"
0,2.02753252059696,0.888,0.247,0,"6","PIK3IP1"
0,2.10540527502964,0.84,0.224,0,"6","CD52"
0,2.34175346373095,0.827,0.224,0,"6","TRBC2"
0,2.12204064967269,0.775,0.175,0,"6","LEF1"
0,2.09142307171933,0.956,0.361,0,"6","CXCR4"
0,2.74291194295284,0.678,0.113,0,"6","CD3D"
0,1.96603787993454,0.967,0.411,0,"6","BTG1"
0,1.97829348565747,0.681,0.15,0,"6","IL7R"
0,1.61551903815349,0.83,0.299,0,"6","IL23R"
0,2.08173026165216,0.959,0.458,0,"6","RGS1"
0,2.34379983093884,0.567,0.113,0,"6","TRAC"
0,1.57488523257348,0.962,0.51,0,"6","FOSB"
0,2.01540709849968,0.566,0.124,0,"6","IL32"
0,2.43300066098845,0.526,0.1,0,"6","CD3E"
0,6.61621091529999,0.422,0.005,0,"6","CD8B"
0,2.99483406845528,0.313,0.042,0,"6","KLRK1"
0,1.45888924189047,0.997,0.745,0,"6","HLA-A"
2.99561882386465e-319,2.05561296297804,0.573,0.146,1.03947973188103e-316,"6","CD48"
4.37299783635619e-305,2.42161898473964,0.406,0.077,1.5174302492156e-302,"6","CCR7"
1.04042047601617e-298,2.08831778064668,0.471,0.103,3.6102590517761e-296,"6","CD6"
6.1772942168472e-296,1.8571007843193,0.557,0.141,2.14352109324598e-293,"6","FYB"
3.5762047310773e-253,1.37299170269147,0.736,0.259,1.24094304168382e-250,"6","CD69"
5.48228099563798e-245,1.4601968086325,0.727,0.265,1.90235150548638e-242,"6","PTPRC"
2.49774202066251e-226,1.90776568417078,0.467,0.127,8.66716481169891e-224,"6","SELL"
5.54264773988084e-217,1.93420290692448,0.458,0.127,1.92329876573865e-214,"6","JUNB"
1.39085564313299e-196,2.0794270087648,0.361,0.089,4.82626908167147e-194,"6","BAX"
5.32459942850714e-194,1.56985665704647,0.536,0.179,1.84763600169198e-191,"6","ARL4C"
2.23059714817838e-180,1.79218858686456,0.403,0.113,7.74017210417899e-178,"6","CBLB"
1.27654573762733e-174,1.9027492580394,0.365,0.098,4.42961370956682e-172,"6","ITGA4"
1.2125470417436e-173,1.93989292149109,0.348,0.09,4.20753823485029e-171,"6","FOXP1"
1.48852740989125e-169,2.17290358159924,0.273,0.059,5.16519011232264e-167,"6","LCK"
2.73773092944035e-163,1.93662051379205,0.322,0.082,9.49992632515801e-161,"6","CD2"
4.08482407506766e-155,1.88108264791468,0.292,0.07,1.41743395404848e-152,"6","CD5"
2.93841267191045e-154,1.17814419551251,0.668,0.29,1.01962919715293e-151,"6","DUSP1"
1.5690007895089e-151,1.96024990477576,0.306,0.079,5.44443273959587e-149,"6","TXK"
4.31062490984992e-143,1.87831412956922,0.303,0.081,1.49578684371792e-140,"6","MYC"
3.11758771565451e-141,1.84079376134639,0.285,0.072,1.08180293733211e-138,"6","BCL11B"
7.33596140923943e-121,1.12312760345633,0.442,0.161,2.54557860900608e-118,"6","RUNX3"
1.4554460343895e-119,1.38108029243355,0.426,0.158,5.05039773933156e-117,"6","LAMP1"
4.60037956766093e-115,1.33052313063352,0.52,0.228,1.59633170997834e-112,"6","DUSP2"
8.64444331574767e-113,1.44001672402127,0.365,0.127,2.99962183056444e-110,"6","CD44"
3.08385723667846e-99,1.15246829882336,0.368,0.137,1.07009846112743e-96,"6","EGR1"
